task,regime,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,pre_swap_acc,post_swap_acc,steady_acc
drift_binary,R3_compression,random_graph_k25,delta_derived,8,256,40000,17.747443437576294,0.9145696088037988,1.0,0.71,0.93
drift_binary,R3_compression,random_graph_k25,delta_derived,9,256,40000,16.832677841186523,0.7656448330443959,1.0,0.58,0.58
drift_binary,R4_near_inversion,parallel,rmhl,4,256,40000,7.100769281387329,0.5077479209065099,0.88,0.11,0.09
drift_binary,R4_near_inversion,parallel,rmhl,5,256,40000,6.802374601364136,0.5065488304313962,0.895,0.095,0.095
drift_binary,R4_near_inversion,parallel,rmhl_norm,0,256,40000,6.733412265777588,0.8887112132860984,0.915,0.88,0.88
drift_binary,R4_near_inversion,parallel,rmhl_norm,1,256,40000,7.02749490737915,0.8790676113665485,0.91,0.885,0.885
drift_binary,R4_near_inversion,parallel,rmhl,8,256,40000,7.063236236572266,0.5076927715384035,0.905,0.14,0.13
drift_binary,R4_near_inversion,parallel,rmhl,9,256,40000,7.063593626022339,0.5205119218110098,0.92,0.15,0.135
drift_binary,R4_near_inversion,parallel,rmhl,6,256,40000,7.0397913455963135,0.5087472676565915,0.88,0.11,0.11
drift_binary,R4_near_inversion,parallel,rmhl,7,256,40000,7.506286144256592,0.5185872214265973,0.88,0.105,0.15
drift_binary,R4_near_inversion,parallel,rmhl_norm,2,256,40000,6.632837533950806,0.8906826461646692,0.895,0.9,0.87
drift_binary,R4_near_inversion,parallel,rmhl_norm,3,256,40000,7.212468147277832,0.8588073163990855,0.89,0.825,0.845
drift_binary,R4_near_inversion,parallel,rmhl_norm,4,256,40000,6.7630109786987305,0.8907850305268712,0.88,0.9,0.91
drift_binary,R4_near_inversion,parallel,rmhl_norm,5,256,40000,7.057637691497803,0.8970058541242681,0.895,0.905,0.905
drift_binary,R4_near_inversion,parallel,rmhl_norm,6,256,40000,6.592370510101318,0.8815821210522349,0.88,0.885,0.895
drift_binary,R4_near_inversion,parallel,rmhl_norm,7,256,40000,7.066193103790283,0.8775668953041379,0.88,0.895,0.85
drift_binary,R4_near_inversion,parallel,rmhl_norm,8,256,40000,6.807539701461792,0.8866546066681743,0.905,0.86,0.87
drift_binary,R4_near_inversion,parallel,rmhl_norm,9,256,40000,7.047658681869507,0.8684579533177559,0.92,0.835,0.865
drift_binary,R4_near_inversion,parallel,delta_derived,0,256,40000,6.860597133636475,0.9585293083088365,0.99,0.885,0.995
drift_binary,R4_near_inversion,parallel,delta_derived,1,256,40000,4.8050220012664795,0.9557151830356021,0.99,0.87,0.985
drift_binary,R4_near_inversion,parallel,delta_derived,2,256,40000,4.673295021057129,0.9647923419009572,0.995,0.89,0.995
drift_binary,R4_near_inversion,parallel,delta_derived,3,256,40000,6.368460655212402,0.9424832290645964,0.99,0.86,0.975
drift_binary,R4_near_inversion,parallel,delta_derived,6,256,40000,4.649779796600342,0.9555526243059219,0.985,0.89,0.995
drift_binary,R4_near_inversion,parallel,delta_derived,7,256,40000,6.405111074447632,0.956165422979322,0.98,0.87,1.0
drift_binary,R4_near_inversion,parallel,delta_derived,4,256,40000,4.731744766235352,0.9582901183387352,0.99,0.89,0.99
drift_binary,R4_near_inversion,parallel,delta_derived,5,256,40000,6.564944744110107,0.963581568302304,0.99,0.885,0.99
drift_binary,R4_near_inversion,parallel,delta_derived,8,256,40000,4.965442419052124,0.966215296098088,1.0,0.88,0.995
drift_binary,R4_near_inversion,parallel,delta_derived,9,256,40000,6.637688875198364,0.9591168563603929,0.99,0.825,0.995
drift_binary,R4_near_inversion,random_graph_k25,rmhl,0,256,40000,16.04364514350891,0.49600386924951634,0.95,0.05,0.06
drift_binary,R4_near_inversion,random_graph_k25,rmhl,1,256,40000,18.339048624038696,0.5016159141730108,0.945,0.05,0.05
drift_binary,R4_near_inversion,random_graph_k25,rmhl,2,256,40000,16.486322164535522,0.4983698902037637,0.935,0.04,0.055
drift_binary,R4_near_inversion,random_graph_k25,rmhl,3,256,40000,18.212835550308228,0.5438618376422703,0.94,0.075,0.2
drift_binary,R4_near_inversion,random_graph_k25,rmhl,4,256,40000,16.06805920600891,0.4944228788221401,0.93,0.04,0.05
drift_binary,R4_near_inversion,random_graph_k25,rmhl,5,256,40000,18.181859731674194,0.49645285294339336,0.93,0.04,0.04
drift_binary,R4_near_inversion,random_graph_k25,rmhl,6,256,40000,17.867180347442627,0.4978691490163563,0.93,0.05,0.05
drift_binary,R4_near_inversion,random_graph_k25,rmhl,7,256,40000,18.245400428771973,0.5050634406170699,0.93,0.05,0.075
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,2,256,40000,18.113470792770386,0.9405150624356172,0.935,0.96,0.945
