part,disturb,kappa,arm,seed_idx,mc_heldout,proxy_mean,pre_nmse,post_nmse,final_nmse,recovery_pulses,kappa_settled,mc_at_nominal,mc_at_settled,runtime_s
2,edge_prune,,regulated,8,,,0.005979828005259621,0.004909727353439661,0.0047788847936032055,3180.0,26.247038738304273,17.732990932757776,18.705947430287836,69.05142593383789
2,edge_prune,,regulated,9,,,0.005312850870568093,0.002849304951850642,0.0037427282449955896,3157.0,26.371861341192133,17.63420641933157,18.715176479990337,66.71201539039612
2,tau_drift,,regulated,4,,,0.00632917936515989,0.002697992965629215,0.0029562069879771,3220.0,27.41823743940623,8.703545906512415,16.45180511319732,72.91638016700745
2,tau_drift,,regulated,5,,,0.006790961270146524,0.0017069463163030805,0.002157692310008936,3175.0,26.585061352714614,14.233802989324412,14.662019738288494,77.91528558731079
2,edge_prune,,regulated,0,,,0.0068025414311779315,0.0029640993130283276,0.004500175958851234,2604.0,26.632131183127786,12.883947688983929,15.08996221062533,77.60158371925354
2,edge_prune,,regulated,1,,,0.006590556494520345,0.003550633792997492,0.004002469985722885,2564.0,26.72973315279124,17.97543766587491,18.716186527821062,65.56291556358337
2,noise,,fixed,0,,,0.141807874262074,0.14529631306069565,0.15192104838254145,1.0,25.0,11.323161144076188,10.979177889696354,73.27563810348511
2,noise,,fixed,1,,,0.14477698355705002,0.14304830713488004,0.14793653869262877,0.0,25.0,10.367625019499684,10.348868040996502,66.43373012542725
2,noise,,fixed,2,,,0.1344155756701748,0.13854478118811236,0.14328417259396886,0.0,25.0,11.395182430495653,11.607171677484008,79.45821475982666
2,noise,,fixed,3,,,0.1354877248699234,0.14227753617652744,0.1433615207777803,15.0,25.0,9.144744013391911,9.221428796276282,62.456324338912964
2,noise,,fixed,4,,,0.1450344224963451,0.1499806477342165,0.1523151490392419,0.0,25.0,10.290026578667423,10.56866036484613,47.344850301742554
2,noise,,fixed,5,,,0.12893456293851632,0.13068755205969387,0.13036749072371961,12.0,25.0,10.957265587632321,10.77733858419556,35.812734842300415
2,noise,,fixed,6,,,0.14676250120213924,0.15345062462165787,0.14768333451443197,0.0,25.0,10.87223236736643,11.314001986975471,42.72949767112732
2,noise,,fixed,7,,,0.15387284485919897,0.15761435852658787,0.15942598014043877,2.0,25.0,10.380273488655549,10.482639073591587,36.575127601623535
2,noise,,fixed,8,,,0.1389345564671416,0.14689731253453034,0.1456439229451997,0.0,25.0,11.010161219645063,10.889984202467902,40.28291726112366
2,noise,,fixed,9,,,0.12542404403374377,0.1331589903108308,0.13072815609670255,0.0,25.0,8.003693294175633,8.281967886813426,35.62426710128784
2,noise,,regulated,8,,,0.13137484441330768,0.13872424807972747,0.13387585890884776,0.0,25.788255297115946,11.010161219645063,9.532673205849731,37.18021869659424
2,noise,,regulated,9,,,0.1105061185234379,0.11611714474856816,0.11179979192896412,0.0,25.965846348588247,8.003693294175633,11.653572255416572,36.39920997619629
2,noise,,regulated,0,,,0.13005987180939546,0.1307797726644405,0.13313048465671218,77.0,26.16167120320115,11.323161144076188,12.350836383188618,41.275259494781494
2,noise,,regulated,1,,,0.13215856526576708,0.13119452326568204,0.13640168114144716,0.0,26.175190976721332,10.367625019499684,12.206074041982886,37.42283654212952
2,noise,,regulated,2,,,0.127744087206442,0.13366977678060651,0.13523912473556737,0.0,25.73673255873406,11.395182430495653,12.191888072943508,42.28868103027344
2,noise,,regulated,3,,,0.12959427634690454,0.13719308347148107,0.13729711618071141,0.0,26.01403800986342,9.144744013391911,9.890652783787859,35.92314577102661
