task,substrate,readout,ratio,swap_every,seed_idx,n_units,t_total,runtime_s,mean_acc_all,n_flips,v_final,recovery,post_mean,success_rate
d2_timescale,random_graph_k25,passive_fixed,0.75,37,4,256,40000,3.4292232990264893,0.47113979548252555,16,nan,0.08446459293116243,0.5546832174776564,0.3888888888888889
d2_timescale,random_graph_k25,passive_fixed,0.75,37,5,256,40000,3.6408073902130127,0.47432539383432576,17,nan,0.08470452337459533,0.5671623634558093,0.4074074074074074
d2_timescale,random_graph_k25,passive_fixed,1.0,50,0,256,40000,3.5068230628967285,0.48528906308886716,18,nan,0.15714077883414965,0.646422051282051,0.4358974358974359
d2_timescale,random_graph_k25,passive_fixed,1.0,50,1,256,40000,3.4348247051239014,0.49620888922388884,14,nan,0.14479486539261816,0.650893076923077,0.46153846153846156
d2_timescale,random_graph_k25,passive_fixed,0.75,37,6,256,40000,3.5087549686431885,0.488491872063516,16,nan,0.08882559645552524,0.5731643495531281,0.46296296296296297
d2_timescale,random_graph_k25,passive_fixed,0.75,37,7,256,40000,3.616643190383911,0.4918268385216452,15,nan,0.07950782812762083,0.5730469215491559,0.4444444444444444
d2_timescale,random_graph_k25,passive_fixed,0.75,37,8,256,40000,3.5983965396881104,0.48855933268008345,15,nan,0.07864076963329929,0.570906405163853,0.42592592592592593
d2_timescale,random_graph_k25,passive_fixed,0.75,37,9,256,40000,3.6655383110046387,0.48310331398708584,14,nan,0.1059571063081981,0.5907797914597815,0.3888888888888889
d2_timescale,random_graph_k25,passive_fixed,1.0,50,2,256,40000,3.6740612983703613,0.47973568503303937,18,nan,0.1641512377156759,0.6478399999999997,0.41025641025641024
d2_timescale,random_graph_k25,passive_fixed,1.0,50,3,256,40000,3.6361773014068604,0.5113590110801236,15,nan,0.13484030826851048,0.6472458974358974,0.46153846153846156
d2_timescale,random_graph_k25,passive_fixed,1.0,50,4,256,40000,3.139622449874878,0.4793772769528404,19,nan,0.1187086292775057,0.6019420512820515,0.4358974358974359
d2_timescale,random_graph_k25,passive_fixed,1.0,50,5,256,40000,3.105489730834961,0.4824622496922188,17,nan,0.14601792342904707,0.6392935897435899,0.48717948717948717
d2_timescale,random_graph_k25,passive_fixed,1.0,50,6,256,40000,3.3828916549682617,0.49013793623275803,16,nan,0.15870996446749258,0.6532569230769232,0.4358974358974359
d2_timescale,random_graph_k25,passive_fixed,1.0,50,7,256,40000,3.3768796920776367,0.4988946257631718,16,nan,0.13984121578795736,0.6354541025641024,0.46153846153846156
d2_timescale,random_graph_k25,passive_fixed,1.25,62,0,256,40000,3.276501178741455,0.48479322127584734,18,nan,0.15046105961509434,0.635118106139438,0.34375
d2_timescale,random_graph_k25,passive_fixed,1.25,62,1,256,40000,3.4119389057159424,0.5024192859475893,18,nan,0.23154456238048546,0.7403444328824141,0.5
d2_timescale,random_graph_k25,passive_fixed,1.0,50,8,256,40000,3.3331761360168457,0.4955133036858371,15,nan,0.16727991196901307,0.6673820512820513,0.46153846153846156
d2_timescale,random_graph_k25,passive_fixed,1.0,50,9,256,40000,3.503969430923462,0.4897338006582748,16,nan,0.16446642850283297,0.64894,0.41025641025641024
d2_timescale,random_graph_k25,passive_fixed,1.25,62,4,256,40000,3.375398874282837,0.4843490113313736,19,nan,0.20277615501184024,0.6898498959417274,0.46875
d2_timescale,random_graph_k25,passive_fixed,1.25,62,5,256,40000,3.3837037086486816,0.49277606090299236,18,nan,0.19327703615850045,0.692677939646202,0.5
d2_timescale,random_graph_k25,passive_fixed,1.25,62,2,256,40000,3.604574203491211,0.48433958945755134,21,nan,0.1833566203702315,0.6743618626430802,0.40625
d2_timescale,random_graph_k25,passive_fixed,1.25,62,3,256,40000,3.647869348526001,0.518302303962212,16,nan,0.22487316910918725,0.7442403746097815,0.46875
d2_timescale,random_graph_k25,passive_fixed,1.25,62,6,256,40000,3.5056889057159424,0.4977033240370845,20,nan,0.216146886598474,0.7213498959417274,0.5
d2_timescale,random_graph_k25,passive_fixed,1.25,62,7,256,40000,3.782355546951294,0.5016833747895781,16,nan,0.20489145327723585,0.7084734651404787,0.59375
d2_timescale,random_graph_k25,passive_fixed,1.25,62,8,256,40000,3.5771400928497314,0.4995575488053064,18,nan,0.19924629248671283,0.708075182101977,0.46875
d2_timescale,random_graph_k25,passive_fixed,1.25,62,9,256,40000,3.4662697315216064,0.49657734730283165,19,nan,0.17586376887867966,0.6791209677419354,0.4375
d2_timescale,random_graph_k25,passive_fixed,1.5,75,0,256,40000,3.6409013271331787,0.4883372277078465,21,nan,0.2247466914589413,0.7235438336966677,0.5384615384615384
d2_timescale,random_graph_k25,passive_fixed,1.5,75,1,256,40000,3.1363236904144287,0.5068930428883696,21,nan,0.242871089262442,0.7608924205854876,0.6538461538461539
d2_timescale,random_graph_k25,passive_fixed,1.5,75,2,256,40000,3.4579033851623535,0.49182859727142525,22,nan,0.2271111838807845,0.7298161398318281,0.5
d2_timescale,random_graph_k25,passive_fixed,1.5,75,3,256,40000,3.54284930229187,0.5205756136780483,19,nan,0.22981732864776816,0.7514977421364061,0.5769230769230769
d2_timescale,random_graph_k25,passive_fixed,1.5,75,6,256,40000,3.4218251705169678,0.4998683450164568,19,nan,0.26820856158487677,0.773215625973217,0.6538461538461539
