task,substrate,readout,ratio,swap_every,seed_idx,n_units,t_total,runtime_s,mean_acc_all,n_flips,v_final,alpha_final,dwell_final,recovery,post_mean,success_rate
adaptive_meta,parallel,rmhl_oracle,0.24,12,5,256,40000,2.6684277057647705,0.47785972714253405,0,nan,nan,nan,-0.005708535360956021,0.4733893072289157,0.25301204819277107
adaptive_meta,parallel,rmhl_oracle,0.24,12,8,256,40000,2.009644031524658,0.4968165372729328,0,nan,nan,nan,-0.0061792015623469525,0.49183559236947794,0.3192771084337349
adaptive_meta,parallel,rmhl_oracle,0.24,12,9,256,40000,1.9099724292755127,0.48716803597899544,0,nan,nan,nan,-0.002331325301204823,0.4863993473895582,0.09036144578313253
adaptive_meta,parallel,rmhl_oracle,0.5,25,0,256,40000,2.0923173427581787,0.4899821612522298,0,nan,nan,nan,-0.004722318626325111,0.4898519961051606,0.46835443037974683
adaptive_meta,parallel,rmhl_oracle,0.5,25,1,256,40000,2.0425641536712646,0.5031128614858923,0,nan,nan,nan,-0.00022649529157918019,0.5039970788704966,0.20253164556962025
adaptive_meta,parallel,rmhl_oracle,0.5,25,2,256,40000,2.0575921535491943,0.4954905655636793,0,nan,nan,nan,-0.005397383955461682,0.4951682083739046,0.45569620253164556
adaptive_meta,parallel,rmhl_oracle,0.5,25,3,256,40000,2.0754292011260986,0.5146654606668174,0,nan,nan,nan,-0.003515249784069338,0.5126368062317428,0.05063291139240506
adaptive_meta,parallel,rmhl_oracle,0.5,25,4,256,40000,2.1122853755950928,0.49824941584382304,0,nan,nan,nan,-0.011304823066247867,0.4919822297955208,0.4936708860759494
adaptive_meta,parallel,rmhl_oracle,0.5,25,5,256,40000,2.0622904300689697,0.49600839174895106,0,nan,nan,nan,-0.01011505915044625,0.4905825219084713,0.4936708860759494
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,2,256,40000,5.618063926696777,0.7447398306575211,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.19029721791986906,0.9360955263157894,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,3,256,40000,5.3595664501190186,0.7455864174266978,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.193396579970192,0.9391447368421053,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,8,256,40000,5.10614800453186,0.7445020225622473,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.1932401931675385,0.9379915789473683,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,9,256,40000,5.495105028152466,0.7447022687872163,19,0.8228367849493821,0.04274495963200251,46.78914232738285,0.19303269630906805,0.9384,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,4,256,40000,5.871069431304932,0.7433656189542976,19,0.8228359958126942,0.04274491219700749,46.78919425035144,0.19197478710657817,0.9355952631578949,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,5,256,40000,5.898430585861206,0.7465933016758374,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.19288720959116282,0.9395742105263158,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,6,256,40000,5.560560464859009,0.7446850581643677,19,0.8228391526352496,0.04274510193761923,46.788986558477106,0.19190215362810134,0.9367584210526317,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,7,256,40000,5.586349248886108,0.7500988668626416,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.19409682479032114,0.9444318421052632,1.0
adaptive_meta,parallel,rmhl_oracle,0.5,25,6,256,40000,2.086838960647583,0.49263561217054846,0,nan,nan,nan,-0.0036242499684595608,0.4916392405063291,0.4177215189873418
adaptive_meta,parallel,rmhl_oracle,0.5,25,7,256,40000,1.9437477588653564,0.4949461068817366,0,nan,nan,nan,0.0032871693834572993,0.5003400681596885,0.31645569620253167
